iteration,particle,fitness,cost,safety,co2,comfort,constructability,Lx,Ly,H1,H2,tf,tr,bc,hc,tw_ext,wall_tilt_angle,window_ratio_2f,roof_morph,roof_shift,balcony_depth,material_columns,material_floor1,material_floor2,material_roof,material_walls,material_balcony
0,1,841174.5222489446,841174.5222489446,3.6572504990501793,1355.9816628441852,5.129664879139939,5.7079743803318195,8.209454395403778,8.348746710090529,2.9665175873033585,2.6646201409630637,575,360,722,599,470,-20.420256196681805,0.3697733256874204,0.3337963946289553,-0.2548366474823889,1.004176383948057,0,0,1,0,0,0
0,2,1041307.7687494975,965327.5544682584,1.2401978571876093,2000.0,6.436564037662619,4.8387894954902455,10.739348874644024,10.553413057221995,3.199991867965863,3.1340591423221413,472,517,625,419,451,-19.112105045097547,0.7561521475470648,0.9136459118642296,0.15807415740107933,1.4253172191772705,0,0,0,0,1,0
0,3,536379.0774914309,536379.0774914309,2.0609695238317176,1036.9366075152104,5.919138891899921,6.380368681567274,8.538910402546534,8.772707880169415,2.8307261125668886,2.811228518269806,418,459,652,465,313,-8.696313184327252,0.1710311238938898,0.4332003138771612,-0.4914387852271307,2.339502546516411,0,1,0,1,0,0
0,4,815311.1167636825,679569.8774353117,0.6425876067162922,971.2004718767215,6.391708739183687,5.239317177804752,9.557037066474205,8.505879835335033,3.4774366095956557,2.9102620919923465,507,551,632,437,327,10.106828221952476,0.37963174849584025,0.8710772077623383,0.24016450882059592,3.4510978667256653,1,0,1,0,1,1
0,5,1067535.419402777,1067535.419402777,2.0823400079959438,1550.4636984074548,6.119648797855525,5.866638031675393,8.340400117638763,9.26811281096163,2.9070298209717964,2.9226091986900613,582,552,721,872,397,13.833619683246063,0.7215635539783513,0.256851738048816,0.3327770443873531,2.444860433547789,0,0,0,1,0,1
0,6,631783.4984947552,485706.7604381255,0.5392326194337027,511.7195276446075,6.356104796069072,7.183404075573902,10.001899190708375,11.317430940998422,2.757390810330945,2.9354182811516716,442,580,473,559,464,-10.665959244260982,0.8553768419062203,0.05160391767299877,-0.11158184484754419,1.2686647598733771,1,1,0,1,0,0
0,7,756640.1644356999,711524.9636431765,1.5488479920747655,907.3273139986305,6.146449231456472,5.125813865881583,11.598330107605719,11.550093638938396,3.2968677010452434,2.77322614508457,495,595,592,632,438,-26.241861341184165,0.30268955996687674,0.168020375038908,-0.08394328983406962,2.0624411896505643,1,0,0,0,1,1
0,8,829066.8027402172,717909.5223421379,0.8884271960192074,1015.6228147171207,5.223836071218027,4.3157368039588535,9.425864969308607,9.972875241475121,2.775013923173021,2.7269780321878674,410,359,946,444,485,-29.342631960411467,0.6249707598800617,0.5469276311244807,-0.45815829988813306,3.35366693225748,1,1,0,0,0,0
0,9,1146319.2821376175,1064650.903482201,1.1833162134458353,1375.8793391369577,6.0078368926937555,5.73194153182849,11.448603461768736,10.207200843531181,2.6156803108791125,2.9125233561679993,422,403,962,463,466,15.180584681715104,0.5742585400607296,0.32486423653465846,-0.41722952738024044,2.671862885466797,1,0,0,0,1,0
0,10,795556.2519919749,715339.896638504,1.1978364464652915,775.0943677107704,6.081837058303538,4.000686491608723,8.038165876021555,9.309527744923663,2.9606404186114625,3.072135395834905,554,364,439,955,358,-22.493135083912776,0.7340989708948403,0.7849880150324958,0.10469359080985174,2.918551673010249,1,1,0,0,1,0
0,11,669993.5115518663,599798.0890636314,1.2980457751176506,1080.0238940344273,6.654562590793641,6.163764927666611,8.82137014634304,9.43306867561851,3.3002185347138298,2.769979746580797,573,596,498,416,446,15.862350723333897,0.8207377947889655,0.6724659589033983,0.28009977335241,1.9138002467155926,0,1,1,0,1,0
0,12,920046.0965817011,827592.6236751073,1.0754652709340615,1464.640875009236,6.9507464376704196,4.507935072778867,11.069399757413375,11.349253248818439,3.335855171348976,3.1308782975147658,440,519,892,479,300,-17.42064927221132,0.8326110780493788,0.8076725484222771,-0.37035765645696395,3.117935159874251,0,0,0,1,1,0
0,13,786356.3782879589,712820.6100695226,1.2646423178156367,1250.537587443433,6.909125559010517,6.854162262878166,8.615829383437456,10.664292783956023,3.0948917046199664,3.138508336972993,366,495,514,742,463,-3.958377371218333,0.5278389748270771,0.3651275714829998,0.44483476006190203,3.156025193933158,0,0,1,0,0,1
0,14,704468.0293792267,639759.8630476388,1.3529183366841204,451.710156789504,5.735809833637285,4.699767961991997,9.459163382950623,9.683206400447823,2.836874382609911,2.846584651669508,396,482,796,730,498,25.502320380080036,0.8122248088142067,0.6039072402510415,-0.3559740966577494,2.8972290418449007,1,1,0,1,1,1
0,15,842428.2797636719,841857.3617033211,1.9942908193964923,1191.8800967949778,6.722668864372471,6.487183073354972,8.291349537120128,10.295271348467306,3.4777710595892093,2.903888164518612,528,541,693,715,346,7.628169266450286,0.5201730757804534,0.3352479809172707,0.43777706924618287,2.5790735342385984,0,1,1,1,0,0
1,1,878888.8125315259,878888.8125315259,2.2995720612511437,1791.073055031409,5.544473694481484,6.121436527027019,8.640467052367883,8.690979502111954,2.8487306781991166,2.7484033203011142,525,410,621,479,430,-16.28563472972981,0.3530030802635741,0.47424106466314764,-0.4548366474823889,1.072660510100264,0,0,0,0,0,0
1,2,753220.934182971,715969.2081361538,1.6274827395318279,1368.3793303905027,6.308024289592685,5.164116948252953,9.939348874644024,9.753413057221994,3.019991867965863,3.0140591423221412,434,467,667,475,411,-15.85883051747047,0.7601274475313419,0.7136459118642295,-0.04192584259892068,1.4124954706554995,0,1,0,0,0,0
1,3,539494.5016508424,539494.5016508424,2.2404321457919423,1041.3305766254161,5.896968776916262,6.326654721671304,8.609138586093529,8.726460431515985,2.8211732348687866,2.8170718916333866,426,465,649,474,315,-9.23345278328697,0.15618907639380386,0.40368666734704695,-0.46491515964522134,2.262005408863038,0,1,0,1,0,0
1,4,728979.7243750722,636394.4496790228,1.0741472530395064,1292.6516362861469,6.514205333059456,6.84600165991713,8.757037066474204,8.691498975105372,3.2974366095956555,2.8638055958682163,457,501,656,456,310,4.039983400828695,0.36126578964574957,0.6710772077623384,0.04016450882059591,3.3365162439466474,0,1,1,0,0,1
1,5,740771.162743894,740771.162743894,2.2203946457644625,1178.4805923351478,6.384258528459944,6.373283181623963,8.643222168519923,8.816315007167255,2.860387454015668,2.867981359994775,532,502,601,752,357,8.767168183760365,0.6949541119027802,0.456851738048816,0.1327770443873531,2.413491507906865,0,1,0,1,0,0
1,6,630488.6537041321,564534.2013936087,1.340455476894766,920.0230594755966,6.3097276287535955,6.801186121991844,9.201899190708374,10.517430940998421,2.8208275831204244,2.874808679387901,433,530,593,450,424,-9.488138780081565,0.8409062625673882,0.2516039176729988,-0.3115818448475442,1.3954745778993793,0,1,0,1,0,0
1,7,722963.4456898099,679281.4650947263,1.5631801940491648,1237.6540229796117,6.073313460095147,4.982937252194094,10.798330107605718,10.750093638938395,3.1168677010452432,2.807143906922697,445,545,664,512,398,-22.670627478059064,0.280323893654945,0.368020375038908,-0.28394328983406963,2.149590071085324,0,1,0,0,0,1
1,8,815144.9572241174,700279.400557676,0.8513444333355861,988.6513443755266,5.533390837318082,4.817582689507033,8.625864969308607,9.17287524147512,2.79594706978854,2.7482146174771165,413,409,826,454,445,-24.324173104929677,0.6100760204106619,0.402697767750159,-0.46941582829120576,3.315591672596188,1,1,0,0,0,0
1,9,837462.2199115239,758535.0803044036,1.2107286039287974,1051.447140081345,6.224764814994453,6.360316345045275,10.648603461768735,9.40720084353118,2.7370474552530695,2.8482024712534284,419,453,842,447,426,8.896836549547242,0.5350750855693034,0.46671216814348115,-0.47229890842255506,2.739374257037814,1,0,0,1,1,0
1,10,701554.7428649969,629113.7461206091,1.2755900325561222,692.7453176243641,5.995529061419998,5.415971225043938,8.556044697571227,8.828833591047175,2.893257789566266,2.952135395834905,504,414,559,835,318,-18.340287749560616,0.6878955809276058,0.5849880150324958,-0.09530640919014827,2.8874442514632532,1,1,0,0,1,0
1,11,638776.2395209185,623848.0998705414,1.8507186034962289,1025.766435613692,6.402363741547858,6.593811107622269,8.425058710129045,8.653759609126954,3.1202185347138296,2.7863761010914048,523,546,618,450,406,11.56188892377731,0.7850397675923143,0.4724659589033983,0.08009977335240998,1.9754177362839016,0,1,0,0,1,0
1,12,712912.1524349852,637056.0679680341,1.2414391553304898,1147.8498681623478,6.829234349862032,5.851002340287453,10.269399757413375,10.549253248818438,3.1558551713489758,3.0108782975147657,428,469,772,457,316,-13.989976597125477,0.7969068772805953,0.6076725484222771,-0.4406753819084328,3.051476884988236,0,0,0,1,1,0
1,13,949721.464183465,885844.1192876273,1.3612265510416224,1742.9543005865,6.689456202198896,6.599320115497081,8.44543344152359,9.864292783956023,2.9148917046199663,3.018508336972993,406,460,634,622,423,-6.506798845029191,0.5223086689466669,0.4800509253942813,0.24483476006190202,3.0564903832098316,0,0,0,0,0,0
1,14,810288.5170907163,731381.6131262376,1.2109309603552136,815.2422523294862,6.071027705185609,5.456362546873715,8.659163382950622,8.883206400447822,2.8519660944463934,2.827864287038203,413,453,676,610,458,17.93637453126285,0.7773644088536101,0.40390724025104147,-0.4516347461648984,2.8916225110228697,1,1,0,1,0,1
1,15,inf,inf,0.0,inf,0.0,0.0,8.455804996261318,9.495271348467305,3.297771059589209,2.866651244541564,478,491,650,595,311,2.0454494059573154,0.516521712236902,0.46994984829679404,0.23777706924618286,2.5803844237628613,0,1,1,1,0,0
2,1,706039.8429277993,706039.8429277993,2.66811094474454,1256.7688752711638,5.233573658992013,6.200088915849255,8.243289996219232,8.85608580360985,2.7861463088339358,2.8120258628155494,475,454,741,499,390,-15.499110841507441,0.35274422689076157,0.3207650290867955,-0.3580625766598077,1.1565560642307349,0,0,1,0,0,0
2,2,551619.4696861479,551619.4696861479,2.1281755778137383,930.7876414143674,6.080543727524171,6.575472615274791,9.139348874644023,8.953413057221994,2.8399918679658627,2.894059142322141,397,423,675,504,371,-11.745273847252086,0.7391849430300671,0.5136459118642296,-0.2419258425989207,1.4378327792003025,0,1,0,1,0,1
2,3,535204.4570915757,535204.4570915757,2.2469855723276355,1033.1325615916487,5.916152395652164,6.355484410875411,8.492690627306695,8.765805160016777,2.8238220255431923,2.8165155006149925,420,457,656,462,311,-8.9451558912459,0.1630438185572523,0.4610173823078296,-0.4826373511990924,2.2229996177903333,0,1,0,1,0,0
2,4,659620.6393793167,585789.8617087704,1.2616922232945367,1250.318146031758,6.380178476479712,6.89641738593876,8.042962933525796,8.901399235064774,3.1174366095956554,2.808190652960584,407,451,674,476,301,-3.5358261406124116,0.3404264438966165,0.47107720776233836,-0.1598354911794041,3.215093052126057,0,1,0,0,0,0
2,5,644585.7407355554,644585.7407355554,2.591856753861348,1106.8477827734155,6.325857615373967,7.1820280950467765,8.710128402187284,8.445698835424004,2.802090860067961,2.804607130062395,482,452,600,632,317,0.6797190495322329,0.654905393207571,0.6018528246163561,-0.0672229556126469,2.384482333009842,0,1,1,1,0,0
2,6,579296.6949965879,550641.4725936353,1.7134477759704738,1006.159802776367,6.170817929704239,6.897554082100303,8.401899190708374,9.71743094099842,2.8673336215291525,2.8039129094329773,418,480,713,414,384,-8.524459178996963,0.8034766834699039,0.4516039176729988,-0.4884181551524558,1.514871723547334,0,1,0,1,0,0
2,7,678624.1246592576,633796.0174934266,1.5517189283416901,1281.56271708073,5.904192954559878,5.584805440979549,9.998330107605717,9.950093638938394,2.936867701045243,2.83546321117489,395,495,703,408,358,-16.651945590204512,0.25994459961514926,0.568020375038908,-0.48394328983406965,2.2133114922226707,0,1,1,0,0,0
2,8,701786.9081374874,634590.1149125863,1.3280320677509894,1160.7921444768604,5.941216917620987,5.563148806288833,8.06247687425888,8.37287524147512,2.830151724875139,2.7964368086977407,419,459,706,469,405,-16.868511937111673,0.5816459664702656,0.37175278958187635,-0.4952189805354709,3.2484974436466847,0,1,0,0,0,1
2,9,702735.0706657157,610877.9571741904,1.0814288650847466,905.5657185433264,6.087458394690777,7.242403651369516,9.848603461768734,8.60720084353118,2.8828680106941533,2.7877026636369564,417,492,722,451,386,-0.07596348630483973,0.4926635122895765,0.5591688145770816,-0.4089834391053473,2.7675189632499153,1,1,1,1,0,0
2,10,542729.6174187879,506810.5399023284,1.6408092248354045,623.2288156427776,6.13996537530195,5.947534836712476,8.857504732055887,8.424517719248307,2.7973878077505745,2.832135395834905,454,464,679,715,318,-13.024651632875234,0.6344153733754687,0.38498801503249575,-0.2953064091901483,2.8410750929816926,0,1,1,1,1,1
2,11,709411.9863230997,709411.9863230997,2.403209094278953,1326.620336853023,6.213001937501254,6.920585385202612,8.21281846202665,8.228824491855603,2.9402185347138294,2.812572939261507,473,496,738,486,366,3.2941461479738763,0.7350009373908608,0.31872130883980637,-0.11990022664759004,2.027714052891507,0,1,0,0,0,0
2,12,619511.0133995843,565280.5409686789,1.4576952756909454,1026.2555685085874,6.590993260464914,6.220484195539658,9.469399757413374,9.749253248818437,2.9758551713489756,2.8908782975147655,414,421,652,447,321,-10.295158044603417,0.7463857906273741,0.4076725484222771,-0.36528147485811857,2.9742905734961687,0,1,1,1,0,0
2,13,772357.1221519441,713789.822168315,1.4143270001637087,1627.0383519917018,6.202632740736618,6.608253838639412,8.609302860711834,9.064292783956022,2.774673646486663,2.8985083369729927,409,463,578,502,383,-6.417461613605886,0.5101710906656509,0.37193155947738116,0.04483476006190201,2.9718573067567466,0,0,0,0,0,1
2,14,754561.442776388,672194.4252848454,1.1763298250845737,800.4195471105497,6.057200173494816,5.933413141671691,9.054270736929116,8.576512148393283,2.8386266101538498,2.8149617098495843,415,463,736,494,418,13.165868583283084,0.7673194904142248,0.6039072402510415,-0.3577839204659905,2.863844496148784,1,1,0,1,0,1
2,15,578194.1066709186,578194.1066709186,2.1473399495256555,1079.5878465254377,6.396531613411834,7.170708496964368,8.377150317457012,8.695271348467305,3.117771059589209,2.8275260476127793,447,463,691,494,326,0.7929150303563213,0.5038250874701603,0.3592825167785099,0.03777706924618285,2.56786438718775,0,1,1,1,0,0
3,1,608434.9592134472,608434.9592134472,2.493195735447113,1230.2586569616883,5.49949081667434,6.423170239914173,8.205616685268197,8.87450195270569,2.7687629418725948,2.8587542784884543,425,488,699,475,350,-13.26829760085828,0.3449230516585781,0.38171251942130746,-0.39596358072602467,1.2547566304299196,0,1,0,0,0,0
3,2,508857.3368196372,508857.3368196372,2.55418711327085,893.235637941659,5.772839595572777,6.935208594517388,8.339348874644022,8.191513109507666,2.702650364570263,2.774059142322141,386,429,653,482,331,-8.14791405482612,0.7013217319618334,0.3136459118642296,-0.4419258425989207,1.4846313083783573,0,1,1,1,0,1
3,3,522004.6893782764,522004.6893782764,2.638118716845366,933.8041816619856,5.729555329361774,6.396104192831199,8.2633996169228,8.17530460340501,2.740686556454194,2.7953913173157052,393,420,656,474,332,-8.538958071688006,0.1895206962946122,0.3242212731604805,-0.43985502345661653,2.168365366373414,0,1,1,1,0,1
3,4,598609.8498695783,540719.87785514,1.4211002798556174,1143.2186479664067,6.116184416273733,6.247869980628188,8.842962933525797,8.28436386031819,2.9374366095956552,2.7525911475975176,358,401,655,496,341,-10.021300193718126,0.34037356755305026,0.27107720776233835,-0.3598354911794041,3.0660449606588758,0,1,0,0,0,0
3,5,553319.6147735954,553319.6147735954,2.8606781995750654,1019.6634994683826,6.085367065883408,6.525535211542955,8.399637717951302,8.087282188922535,2.6915358288463884,2.7453262340028974,432,402,678,512,305,-7.2446478845704565,0.628740657741483,0.40185282461635613,-0.2672229556126469,2.3308685407237313,0,1,1,1,0,0
3,6,562281.6331974212,562281.6331974212,2.7117907101968326,904.0089484191988,5.97639744137382,6.974665193739678,8.218381361526776,8.91743094099842,2.7843792572258366,2.739705976757355,386,430,707,528,344,-7.753348062603212,0.7731617984021433,0.4259776935320466,-0.2884181551524558,1.597330397228635,0,1,1,1,0,1
3,7,571227.625867168,571227.625867168,2.3696890791470855,1244.1595014123563,5.9763588719270695,6.224132208846266,9.198330107605717,9.150093638938394,2.756867701045243,2.825298388215883,354,445,655,528,318,-10.258677911537346,0.2634550783179128,0.40262974832961973,-0.4330148812630519,2.2309448886905465,0,1,1,0,0,0
3,8,593033.2967496637,528347.9677529373,1.3531467100327372,896.5575890493946,6.243483999112254,6.30861626521966,8.811141308605054,8.382303135912343,2.7646657191892534,2.8192636046157027,402,461,586,493,365,-9.413837347803405,0.5665647401615703,0.2803307810251487,-0.44103787227810476,3.1362431854976283,0,1,1,1,0,1
3,9,532539.3581814636,532539.3581814636,2.0434007259422375,965.0286565138583,6.088909347317162,6.407365932806465,9.048603461768733,8.19279915646882,2.8585380108865177,2.738689616073747,395,450,602,486,346,-8.426340671935346,0.47137889412249373,0.35916881457708155,-0.40931879933357296,2.7397350490053105,0,1,1,1,0,1
3,10,602766.7767027019,551407.0839419175,1.4864030723921555,798.9672461557175,5.798403729632408,6.9446549624205645,8.56917322460739,8.10925839239751,2.6638301189131783,2.7197722884259323,404,460,724,595,358,-8.053450375794359,0.5996738089996512,0.18498801503249573,-0.4953064091901483,2.758408843648089,0,1,1,1,0,1
3,11,600170.2564892721,600170.2564892721,2.1293657403124966,1307.976846761944,6.315653259845784,6.982136926852958,8.482142216126924,8.092874755303091,2.7602185347138293,2.80406322397467,423,446,618,472,341,2.678630731470432,0.7547395244077748,0.4267004103341851,-0.31990022664759005,2.035869665153342,0,1,0,0,0,0
3,12,480297.6750762772,440208.66155285516,1.5991098647657795,773.6228407377511,6.250627638487197,6.53417068613801,8.669399757413373,8.949253248818437,2.7958551713489754,2.7708782975147654,386,396,569,476,336,-7.1582931386198965,0.7092061239611318,0.20767254842227711,-0.41640360375503094,2.865121437210794,0,1,1,1,0,1
3,13,486797.6041520239,438137.11631725146,1.5133951216522759,926.9753147189361,5.9747971363468775,7.095514644301991,8.78192761426437,8.380489487424466,2.6913776957888627,2.7785083369729926,396,413,526,409,343,-6.544853556980083,0.5096907056201537,0.17193155947738115,-0.155165239938098,2.9086633980736876,0,1,1,0,0,1
3,14,524496.0371131169,500848.0777224885,1.7635204060937155,664.8110678672901,6.261887793716613,5.578991929282957,9.52453280097847,9.288159361762895,2.7988057462538154,2.7941037771137753,381,414,616,614,383,16.710080707170434,0.8083121521762464,0.40390724025104147,-0.3715294639219396,2.849777546573392,0,1,1,1,1,1
3,15,454934.2083069297,414981.0217707022,1.6004681346377252,738.8072120160579,6.174360871279561,7.537767870330505,8.603736624439007,8.40860169950891,2.937771059589209,2.7724729505891403,397,413,571,404,349,-2.122321296694942,0.5032089482695945,0.1592825167785099,-0.16222293075381716,2.570103127862099,0,1,1,1,0,1
4,1,463346.6948862923,437423.91601127974,1.740772211249875,914.1509488588289,5.601804455748833,7.365078106869333,8.56291872529343,8.386000521682602,2.875136627084092,2.8493263519768366,375,438,579,413,321,-8.849218931306659,0.3458230215336993,0.18171251942130745,-0.19596358072602466,1.372183677206399,0,1,1,0,0,1
4,2,421406.2990993073,386128.6033145661,1.6472230421525882,646.5381588491027,5.878178210610944,7.841502737089524,8.034142784005788,8.108190361492182,2.771424617544698,2.689284482736284,386,416,533,412,324,-4.084972629104757,0.6668387070637728,0.11364591186422957,-0.2419258425989207,1.557568275351923,0,1,1,1,0,1
4,3,401847.91631833924,376893.3643541284,1.7504544803578919,669.204121875193,5.6468814378071555,7.038725482620865,8.118041878697007,8.310272820025885,2.704051358366544,2.7287842497243067,369,390,536,420,338,-7.112745173791344,0.2272779750767311,0.12422127316048048,-0.23985502345661652,2.1075131540601264,0,1,1,1,0,1
4,4,439555.541005252,393552.5492430269,1.5399700823777491,613.6897932254222,5.595910116151597,6.368453825282675,8.704347094926208,8.119678186573765,2.757436609595655,2.7020447520924775,369,354,535,433,365,-13.815461747173257,0.3357817519830196,0.07107720776233833,-0.3371919119390534,2.9262318977876873,0,1,1,1,0,1
4,5,440005.9292364411,412802.87549879693,1.7279694626235582,730.00829253199,5.828254214219137,5.974211134242809,8.089083329752397,8.700347059503628,2.6229256807589607,2.6957508818354396,382,354,558,408,336,-12.757888657571906,0.5942568694858714,0.20185282461635612,-0.37012342994194924,2.285071539340722,0,1,1,1,0,1
4,6,433924.91738707735,433924.91738707735,2.2656742854599874,755.075639282058,5.908999322739052,7.045066196979386,8.555879284893447,8.11743094099842,2.66996933357559,2.689427203423077,353,380,587,498,308,-7.049338030206132,0.7299565008721183,0.2259776935320466,-0.08841815515245577,1.6739355344029807,0,1,1,1,0,1
4,7,461611.2241445281,461611.2241445281,2.0385437034460994,954.6862326319421,5.717337240582199,6.752313660193483,8.398330107605716,8.350093638938393,2.6061776030570276,2.7710477251564223,365,395,535,502,313,-4.976863398065161,0.2644554198765421,0.20262974832961972,-0.23301488126305187,2.2387195250319754,0,1,1,0,0,1
4,8,429627.8316578,358536.71680291515,1.2890888514511514,607.7294962723266,6.402541238502853,7.389436905626226,8.667257487405484,8.833410383672065,2.676310692793237,2.791054324378847,368,411,466,435,325,-3.605630943737741,0.5423434758540268,0.08033078102514868,-0.24103787227810475,3.019587466697304,0,1,1,1,0,1
4,9,435339.3869379335,394282.19420154806,1.5894280726361454,666.7192292803992,5.9523045176345155,6.356516359753044,8.248603461768733,8.879222014372493,2.7331503030007145,2.699542929516313,363,400,482,443,308,-13.934836402469553,0.4466487620614812,0.15916881457708154,-0.20931879933357295,2.696885048257603,0,1,1,1,0,1
4,10,456468.7815637802,455683.1121076428,1.9921433054386262,815.9537373998853,5.980133082984931,6.32940193559125,8.33463644439717,8.848839980510103,2.635396511315256,2.6799968908356413,389,410,604,475,318,-9.205980644087504,0.5993220495361248,0.2604261978323516,-0.2953064091901483,2.6896490466852856,0,1,1,1,0,1
4,11,470570.72910081455,425492.59837260714,1.5492186927179257,981.7697954448545,6.3418315606568045,7.223754132149621,8.319780618481206,8.231669482755803,2.6051770391336233,2.7613419024386845,373,396,498,409,320,-0.2624586785037928,0.7473135944097508,0.2267004103341851,-0.35139224534782687,2.0442304284488526,0,1,1,0,0,1
4,12,377166.5519931927,334770.16648057627,1.5760361448738358,515.1554218106426,6.1168807468905895,7.254918949047251,8.130600242586628,8.149253248818436,2.6158551713489753,2.6663205320504897,355,372,462,439,348,-4.950810509527491,0.6637712246242666,0.007672548422277103,-0.21640360375503093,2.760660689684061,0,1,1,1,0,1
4,13,380478.42943454953,340695.5382210048,1.6021710878645528,538.1999274271544,6.006027286385778,7.127463910917481,8.275072291721855,8.347024735124032,2.6199008558757773,2.6585083369729925,360,363,406,517,321,-6.225360890825196,0.5155598616112025,0.028068440522618865,-0.355165239938098,2.8589494430310607,0,1,1,1,0,1
4,14,490697.0071130424,459075.44590670586,1.6837843879366343,787.0359791147285,6.230068949882637,5.88622035242453,8.72453280097847,8.560643939375533,2.6426098807302374,2.7170968242404117,360,364,496,520,343,13.637796475754696,0.8311857865694973,0.20390724025104146,-0.17152946392193957,2.8366320824005236,0,1,1,1,0,1
4,15,410361.8151792314,353335.79529644316,1.4297398011721176,562.7085578303711,6.110163686119791,7.26118695726414,8.306379361221314,8.071172782261922,2.7577710595892087,2.6820933812326957,353,363,451,423,364,-4.888130427358599,0.5092441220881581,0.0407174832214901,-0.3622229307538172,2.578723604075753,0,1,1,1,0,1
5,1,395236.6499990758,363575.5108177314,1.6833886081865557,682.9064139587562,5.861030382917671,7.774357651034972,8.396399214912364,8.21073326223435,2.7677385797939684,2.7533509671158805,373,388,459,501,333,-4.756423489650282,0.3592580189338238,0.01828748057869256,-0.08367174496550589,1.5057761363540794,0,1,1,0,0,1
5,2,413595.11010604893,358634.3397627634,1.450392296567145,606.2172747829051,6.047144873437397,8.103711031084865,8.086544173446391,8.362173866981925,2.710450416734639,2.6187271553075875,366,366,413,505,348,-1.4628896891513423,0.6425770501121317,0.08635408813577045,-0.06732830889544983,1.653155794606288,0,1,1,1,0,1
5,3,443759.4666104661,357257.86993007985,1.1349840331961376,596.5486336665803,5.863182903602922,7.19398620425439,8.3971535840676,8.476890904850842,2.616546045470275,2.651653458345217,356,351,416,401,354,-5.560137957456093,0.27128736168053474,0.07577872683951953,-0.06806465865035288,2.0890924144864433,0,1,1,1,0,1
