iteration,particle,pbest_fitness,pbest_cost,pbest_safety,pbest_co2,pbest_comfort,pbest_constructability,pbest_Lx,pbest_Ly,pbest_H1,pbest_H2,pbest_tf,pbest_tr,pbest_bc,pbest_hc,pbest_tw_ext,pbest_wall_tilt_angle,pbest_window_ratio_2f,pbest_roof_morph,pbest_roof_shift,pbest_balcony_depth,pbest_material_columns,pbest_material_floor1,pbest_material_floor2,pbest_material_roof,pbest_material_walls,pbest_material_balcony
0,1,841174.5222489446,841174.5222489446,3.5946435520387547,1355.9816628441852,5.129664879139939,5.7079743803318195,8.209454395403778,8.348746710090529,2.9665175873033585,2.6646201409630637,575,360,722,599,470,-20.420256196681805,0.3697733256874204,0.3337963946289553,-0.2548366474823889,1.004176383948057,0,0,1,0,0,0
0,2,1041372.062066595,965327.5544682584,1.2395549240166341,2000.0,6.436564037662619,4.8387894954902455,10.739348874644024,10.553413057221995,3.199991867965863,3.1340591423221413,472,517,625,419,451,-19.112105045097547,0.7561521475470648,0.9136459118642296,0.15807415740107933,1.4253172191772705,0,0,0,0,1,0
0,3,536379.0774914309,536379.0774914309,2.0671079369650767,1036.9366075152104,5.919138891899921,6.380368681567274,8.538910402546534,8.772707880169415,2.8307261125668886,2.811228518269806,418,459,652,465,313,-8.696313184327252,0.1710311238938898,0.4332003138771612,-0.4914387852271307,2.339502546516411,0,1,0,1,0,0
0,4,814694.069917892,679569.8774353117,0.6487580751741965,971.2004718767215,6.392803496957918,5.239317177804752,9.557037066474205,8.505879835335033,3.4774366095956557,2.9102620919923465,507,551,632,437,327,10.106828221952476,0.37963174849584025,0.8710772077623383,0.24016450882059592,3.4510978667256653,1,0,1,0,1,1
0,5,1067535.419402777,1067535.419402777,2.2585392027949545,1550.4636984074548,6.119648797855525,5.866638031675393,8.340400117638763,9.26811281096163,2.9070298209717964,2.9226091986900613,582,552,721,872,397,13.833619683246063,0.7215635539783513,0.256851738048816,0.3327770443873531,2.444860433547789,0,0,0,1,0,1
0,6,632556.5171414651,485706.7604381255,0.5315024329666046,511.7195276446075,6.354410678228346,7.183404075573902,10.001899190708375,11.317430940998422,2.757390810330945,2.9354182811516716,442,580,473,559,464,-10.665959244260982,0.8553768419062203,0.05160391767299877,-0.11158184484754419,1.2686647598733771,1,1,0,1,0,0
0,7,756900.3747183044,711524.9636431765,1.5462458892487212,907.3273139986305,6.146242728374288,5.125813865881583,11.598330107605719,11.550093638938396,3.2968677010452434,2.77322614508457,495,595,592,632,438,-26.241861341184165,0.30268955996687674,0.168020375038908,-0.08394328983406962,2.0624411896505643,1,0,0,0,1,1
0,8,828874.5565768535,717909.5223421379,0.8903496576528435,1015.6228147171207,5.2240191618630245,4.3157368039588535,9.425864969308607,9.972875241475121,2.775013923173021,2.7269780321878674,410,359,946,444,485,-29.342631960411467,0.6249707598800617,0.5469276311244807,-0.45815829988813306,3.35366693225748,1,1,0,0,0,0
0,9,1145016.5034251588,1064650.903482201,1.1963440005704231,1375.8793391369577,6.0098197181548505,5.73194153182849,11.448603461768736,10.207200843531181,2.6156803108791125,2.9125233561679993,422,403,962,463,466,15.180584681715104,0.5742585400607296,0.32486423653465846,-0.41722952738024044,2.671862885466797,1,0,0,0,1,0
0,10,795367.081386443,715339.896638504,1.1997281525206096,775.0943677107704,6.082183530135934,4.000686491608723,8.038165876021555,9.309527744923663,2.9606404186114625,3.072135395834905,554,364,439,955,358,-22.493135083912776,0.7340989708948403,0.7849880150324958,0.10469359080985174,2.918551673010249,1,1,0,0,1,0
0,11,670590.7824124882,599798.0890636314,1.2920730665114308,1080.0238940344273,6.654562590793641,6.163764927666611,8.82137014634304,9.43306867561851,3.3002185347138298,2.769979746580797,573,596,498,416,446,15.862350723333897,0.8207377947889655,0.6724659589033983,0.28009977335241,1.9138002467155926,0,1,1,0,1,0
0,12,911793.5147485376,827592.6236751073,1.157991089265697,1464.640875009236,6.950538077878054,4.507935072778867,11.069399757413375,11.349253248818439,3.335855171348976,3.1308782975147658,440,519,892,479,300,-17.42064927221132,0.8326110780493788,0.8076725484222771,-0.37035765645696395,3.117935159874251,0,0,0,1,1,0
0,13,782902.5601452314,712820.6100695226,1.2991804992429121,1250.537587443433,6.908749534253446,6.854162262878166,8.615829383437456,10.664292783956023,3.0948917046199664,3.138508336972993,366,495,514,742,463,-3.958377371218333,0.5278389748270771,0.3651275714829998,0.44483476006190203,3.156025193933158,0,0,1,0,0,1
0,14,702659.1309092742,639759.8630476388,1.3710073213836453,451.710156789504,5.738336145825762,4.699767961991997,9.459163382950623,9.683206400447823,2.836874382609911,2.846584651669508,396,482,796,730,498,25.502320380080036,0.8122248088142067,0.6039072402510415,-0.3559740966577494,2.8972290418449007,1,1,0,1,1,1
0,15,847669.3257662846,841857.3617033211,1.9418803593703653,1191.8800967949778,6.722668864372471,6.487183073354972,8.291349537120128,10.295271348467306,3.4777710595892093,2.903888164518612,528,541,693,715,346,7.628169266450286,0.5201730757804534,0.3352479809172707,0.43777706924618287,2.5790735342385984,0,1,1,1,0,0
1,1,841174.5222489446,878888.8125315259,2.202145412043266,1791.073055031409,5.544473694481484,6.121436527027019,8.209454395403778,8.348746710090529,2.9665175873033585,2.6646201409630637,575,360,722,599,470,-20.420256196681805,0.3697733256874204,0.3337963946289553,-0.2548366474823889,1.004176383948057,0,0,1,0,0,0
1,2,755942.9561579392,715969.2081361538,1.6002625197821458,1368.3793303905027,6.308024289592685,5.164116948252953,9.939348874644024,9.753413057221994,3.019991867965863,3.0140591423221412,434,467,667,475,411,-15.85883051747047,0.7601274475313419,0.7136459118642295,-0.04192584259892068,1.4124954706554995,0,1,0,0,0,0
1,3,536379.0774914309,539494.5016508424,2.2392388656690447,1041.3305766254161,5.896968776916262,6.326654721671304,8.538910402546534,8.772707880169415,2.8307261125668886,2.811228518269806,418,459,652,465,313,-8.696313184327252,0.1710311238938898,0.4332003138771612,-0.4914387852271307,2.339502546516411,0,1,0,1,0,0
1,4,727323.0609917174,636394.4496790228,1.0907138868730535,1292.6516362861469,6.515663368702109,6.84600165991713,8.757037066474204,8.691498975105372,3.2974366095956555,2.8638055958682163,457,501,656,456,310,4.039983400828695,0.36126578964574957,0.6710772077623384,0.04016450882059591,3.3365162439466474,0,1,1,0,0,1
1,5,740771.162743894,740771.162743894,2.2443595815519473,1178.4805923351478,6.384258528459944,6.373283181623963,8.643222168519923,8.816315007167255,2.860387454015668,2.867981359994775,532,502,601,752,357,8.767168183760365,0.6949541119027802,0.456851738048816,0.1327770443873531,2.413491507906865,0,1,0,1,0,0
1,6,632556.5171414651,564534.2013936087,1.3015067272141783,920.0230594755966,6.3097276287535955,6.801186121991844,10.001899190708375,11.317430940998422,2.757390810330945,2.9354182811516716,442,580,473,559,464,-10.665959244260982,0.8553768419062203,0.05160391767299877,-0.11158184484754419,1.2686647598733771,1,1,0,1,0,0
1,7,721466.6159590054,679281.4650947263,1.5781484913572084,1237.6540229796117,6.073313460095147,4.982937252194094,10.798330107605718,10.750093638938395,3.1168677010452432,2.807143906922697,445,545,664,512,398,-22.670627478059064,0.280323893654945,0.368020375038908,-0.28394328983406963,2.149590071085324,0,1,0,0,0,1
1,8,814466.9709653908,700279.400557676,0.8581242959228521,988.6513443755266,5.534155625660831,4.817582689507033,8.625864969308607,9.17287524147512,2.79594706978854,2.7482146174771165,413,409,826,454,445,-24.324173104929677,0.6100760204106619,0.402697767750159,-0.46941582829120576,3.315591672596188,1,1,0,0,0,0
1,9,837620.4924325515,758535.0803044036,1.209145878718521,1051.447140081345,6.224519930820941,6.360316345045275,10.648603461768735,9.40720084353118,2.7370474552530695,2.8482024712534284,419,453,842,447,426,8.896836549547242,0.5350750855693034,0.46671216814348115,-0.47229890842255506,2.739374257037814,1,0,0,1,1,0
1,10,702477.490875485,629113.7461206091,1.2663625524512412,692.7453176243641,5.993931174740096,5.415971225043938,8.556044697571227,8.828833591047175,2.893257789566266,2.952135395834905,504,414,559,835,318,-18.340287749560616,0.6878955809276058,0.5849880150324958,-0.09530640919014827,2.8874442514632532,1,1,0,0,1,0
1,11,639595.6833290461,623848.0998705414,1.8425241654149525,1025.766435613692,6.402363741547858,6.593811107622269,8.425058710129045,8.653759609126954,3.1202185347138296,2.7863761010914048,523,546,618,450,406,11.56188892377731,0.7850397675923143,0.4724659589033983,0.08009977335240998,1.9754177362839016,0,1,0,0,1,0
1,12,735751.7770671283,637056.0679680341,1.0130429090090571,1147.8498681623478,6.827927524696558,5.851002340287453,10.269399757413375,10.549253248818438,3.1558551713489758,3.0108782975147657,428,469,772,457,316,-13.989976597125477,0.7969068772805953,0.6076725484222771,-0.4406753819084328,3.051476884988236,0,0,0,1,1,0
1,13,782902.5601452314,885844.1192876273,1.4796750115265611,1742.9543005865,6.689527299051049,6.599320115497081,8.615829383437456,10.664292783956023,3.0948917046199664,3.138508336972993,366,495,514,742,463,-3.958377371218333,0.5278389748270771,0.3651275714829998,0.44483476006190203,3.156025193933158,0,0,1,0,0,1
1,14,702659.1309092742,731381.6131262376,1.2113382391975573,815.2422523294862,6.071104374126765,5.456362546873715,9.459163382950623,9.683206400447823,2.836874382609911,2.846584651669508,396,482,796,730,498,25.502320380080036,0.8122248088142067,0.6039072402510415,-0.3559740966577494,2.8972290418449007,1,1,0,1,1,1
1,15,649100.9236557572,649100.9236557572,2.168912960332032,1108.8262624722804,6.643621867916906,7.045455059404269,8.455804996261318,9.495271348467305,3.297771059589209,2.866651244541564,478,491,650,595,311,2.0454494059573154,0.516521712236902,0.46994984829679404,0.23777706924618286,2.5803844237628613,0,1,1,1,0,0
2,1,706039.8429277993,706039.8429277993,2.6771053788901766,1256.7688752711638,5.233573658992013,6.200088915849255,8.243289996219232,8.85608580360985,2.7861463088339358,2.8120258628155494,475,454,741,499,390,-15.499110841507441,0.35274422689076157,0.3207650290867955,-0.3580625766598077,1.1565560642307349,0,0,1,0,0,0
2,2,551619.4696861479,551619.4696861479,2.1114881475127034,930.7876414143674,6.080543727524171,6.575472615274791,9.139348874644023,8.953413057221994,2.8399918679658627,2.894059142322141,397,423,675,504,371,-11.745273847252086,0.7391849430300671,0.5136459118642296,-0.2419258425989207,1.4378327792003025,0,1,0,1,0,1
2,3,535204.4570915757,535204.4570915757,2.216752245788727,1033.1325615916487,5.916152395652164,6.355484410875411,8.492690627306695,8.765805160016777,2.8238220255431923,2.8165155006149925,420,457,656,462,311,-8.9451558912459,0.1630438185572523,0.4610173823078296,-0.4826373511990924,2.2229996177903333,0,1,0,1,0,0
2,4,668088.1062815529,585789.8617087704,1.177017554272175,1250.318146031758,6.380491669670144,6.89641738593876,8.042962933525796,8.901399235064774,3.1174366095956554,2.808190652960584,407,451,674,476,301,-3.5358261406124116,0.3404264438966165,0.47107720776233836,-0.1598354911794041,3.215093052126057,0,1,0,0,0,0
2,5,644585.7407355554,644585.7407355554,2.5739469661643133,1106.8477827734155,6.325857615373967,7.1820280950467765,8.710128402187284,8.445698835424004,2.802090860067961,2.804607130062395,482,452,600,632,317,0.6797190495322329,0.654905393207571,0.6018528246163561,-0.0672229556126469,2.384482333009842,0,1,1,1,0,0
2,6,597462.2048396124,559755.8326413138,1.6229362780170147,1034.2201646680599,6.16802455257316,6.782085886801262,9.073964995611904,9.71743094099842,2.849832797727046,2.822510384962656,426,480,598,493,384,-9.679141131987372,0.8197064831754735,0.3546243555077355,-0.4884181551524558,1.4946244354889404,0,1,0,1,0,0
2,7,674514.1895005862,633796.0174934266,1.5928182799284027,1281.56271708073,5.904192954559878,5.584805440979549,9.998330107605717,9.950093638938394,2.936867701045243,2.83546321117489,395,495,703,408,358,-16.651945590204512,0.25994459961514926,0.568020375038908,-0.48394328983406965,2.2133114922226707,0,1,1,0,0,0
2,8,698018.8827216235,634590.1149125863,1.365712321909628,1160.7921444768604,5.941424829189719,5.563148806288833,8.06247687425888,8.37287524147512,2.830151724875139,2.7964368086977407,419,459,706,469,405,-16.868511937111673,0.5816459664702656,0.37175278958187635,-0.4952189805354709,3.2484974436466847,0,1,0,0,0,1
2,9,702981.9178023753,610877.9571741904,1.078960393718152,905.5657185433264,6.084007968821962,7.242403651369516,9.848603461768734,8.60720084353118,2.8828680106941533,2.7877026636369564,417,492,722,451,386,-0.07596348630483973,0.4926635122895765,0.5591688145770816,-0.4089834391053473,2.7675189632499153,1,1,1,1,0,0
2,10,543857.1217642704,506810.5399023284,1.6295341813805804,623.2288156427776,6.13996537530195,5.947534836712476,8.857504732055887,8.424517719248307,2.7973878077505745,2.832135395834905,454,464,679,715,318,-13.024651632875234,0.6344153733754687,0.38498801503249575,-0.2953064091901483,2.8410750929816926,0,1,1,1,1,1
2,11,639595.6833290461,709411.9863230997,2.386248832574806,1326.620336853023,6.213001937501254,6.920585385202612,8.425058710129045,8.653759609126954,3.1202185347138296,2.7863761010914048,523,546,618,450,406,11.56188892377731,0.7850397675923143,0.4724659589033983,0.08009977335240998,1.9754177362839016,0,1,0,0,1,0
2,12,625803.3181461082,565280.5409686789,1.3947722282257073,1026.2555685085874,6.590692312819561,6.220484195539658,9.469399757413374,9.749253248818437,2.9758551713489756,2.8908782975147655,414,421,652,447,321,-10.295158044603417,0.7463857906273741,0.4076725484222771,-0.36528147485811857,2.9742905734961687,0,1,1,1,0,0
2,13,770437.2261538325,713789.822168315,1.4335259601448243,1627.0383519917018,6.201256924573194,6.608253838639412,8.609302860711834,9.064292783956022,2.774673646486663,2.8985083369729927,409,463,578,502,383,-6.417461613605886,0.5101710906656509,0.37193155947738116,0.04483476006190201,2.9718573067567466,0,0,0,0,0,1
2,14,702659.1309092742,672194.4252848454,1.1770463634630126,800.4195471105497,6.057340555701719,5.933413141671691,9.459163382950623,9.683206400447823,2.836874382609911,2.846584651669508,396,482,796,730,498,25.502320380080036,0.8122248088142067,0.6039072402510415,-0.3559740966577494,2.8972290418449007,1,1,0,1,1,1
2,15,544832.3975255847,534356.8902237609,1.8952449269817615,1033.0264790364322,6.414015989515984,6.78198687830206,8.606470979510936,8.695271348467305,3.117771059589209,2.816100255528336,428,441,630,475,314,-4.680131216979392,0.49972981957684043,0.5535172354887954,0.03777706924618285,2.5680736924152447,0,1,0,1,0,0
3,1,608434.9592134472,608434.9592134472,2.5394457015011715,1230.2586569616883,5.49949081667434,6.423170239914173,8.205616685268197,8.87450195270569,2.7687629418725948,2.8587542784884543,425,488,699,475,350,-13.26829760085828,0.3449230516585781,0.38171251942130746,-0.39596358072602467,1.2547566304299196,0,1,0,0,0,0
3,2,508857.3368196372,508857.3368196372,2.583333468827593,893.235637941659,5.772839595572777,6.935208594517388,8.339348874644022,8.191513109507666,2.702650364570263,2.774059142322141,386,429,653,482,331,-8.14791405482612,0.7013217319618334,0.3136459118642296,-0.4419258425989207,1.4846313083783573,0,1,1,1,0,1
3,3,522004.6893782764,522004.6893782764,2.623552790831898,933.8041816619856,5.729555329361774,6.396104192831199,8.2633996169228,8.17530460340501,2.740686556454194,2.7953913173157052,393,420,656,474,332,-8.538958071688006,0.1895206962946122,0.3242212731604805,-0.43985502345661653,2.168365366373414,0,1,1,1,0,1
3,4,602991.199904341,540719.87785514,1.3772867795079895,1143.2186479664067,6.116098429820461,6.247869980628188,8.842962933525797,8.28436386031819,2.9374366095956552,2.7525911475975176,358,401,655,496,341,-10.021300193718126,0.34037356755305026,0.27107720776233835,-0.3598354911794041,3.0660449606588758,0,1,0,0,0,0
3,5,553319.6147735954,553319.6147735954,2.894050214411111,1019.6634994683826,6.085367065883408,6.525535211542955,8.399637717951302,8.087282188922535,2.6915358288463884,2.7453262340028974,432,402,678,512,305,-7.2446478845704565,0.628740657741483,0.40185282461635613,-0.2672229556126469,2.3308685407237313,0,1,1,1,0,0
3,6,503701.95355178247,503701.95355178247,2.621505227563597,898.317579864795,6.114663011552155,6.807972003078561,8.276451959249759,8.91743094099842,2.7669029085153327,2.762239105547743,394,430,683,512,344,-9.420279969214397,0.8000988203491463,0.37754177159009333,-0.2884181551524558,1.5636594470404923,0,1,0,1,0,1
3,7,653497.5605548226,653497.5605548226,2.337781899016202,1241.2074139838062,5.994895256409947,6.191512387461556,9.198330107605717,9.150093638938394,2.756867701045243,2.819525753923339,359,445,700,528,318,-10.584876125384444,0.2674332182496695,0.47934026558154463,-0.35889258333453633,2.2338700611597364,0,1,1,0,0,0
3,8,614098.330795317,535752.5179090295,1.2165418711371259,951.5786007844356,6.28838802636512,6.27599644383495,8.750526734092704,8.398915429010662,2.8097323578292968,2.8134909703231585,407,463,587,524,365,-9.740035561650501,0.570542880093327,0.3570412982770736,-0.2952189805354709,3.139168357966818,0,1,0,1,0,1
3,9,535689.3905053908,532418.4996434462,1.9672910913805532,953.8800472489878,6.147786868468913,6.374746111421755,9.048603461768733,8.381064403600469,2.9036046495265606,2.7329169817812033,400,452,602,516,346,-8.752538885782444,0.47535703405425045,0.40583514603216797,-0.20898343910534728,2.7426602214745004,0,1,1,1,0,1
3,10,543857.1217642704,576687.1424398364,1.7628329719073295,850.7454968082426,5.888286712031819,6.4120351410358545,8.857504732055887,8.424517719248307,2.7973878077505745,2.832135395834905,454,464,679,715,318,-13.024651632875234,0.6344153733754687,0.38498801503249575,-0.2953064091901483,2.8410750929816926,0,1,1,1,1,1
3,11,638618.1894912556,629147.0341300181,1.9052884463876247,1305.9497988332846,6.4067898339634795,7.014756748237666,8.421527641614574,8.874093320226098,2.7602185347138293,2.7982905896821264,428,446,618,502,357,2.3524325176233356,0.7587176643395315,0.5034109275861101,-0.31990022664759005,2.0387948376225324,0,1,0,0,0,0
3,12,513441.3322293708,471394.4028340613,1.579530706046905,804.8656705858035,6.259670527665168,6.5015508647533,8.669399757413373,8.949253248818437,2.7958551713489754,2.7708782975147654,391,398,614,506,352,-7.484491352466993,0.7131842638928886,0.2314988826180193,-0.2083110683526191,2.868046609679984,0,1,1,1,0,1
3,13,575635.5966480095,546579.3261862878,1.7094372953827834,1123.9534834946353,5.966083118011252,6.537523774258894,8.403238716057695,8.34624294247235,2.6710706217522175,2.7785083369729926,401,429,695,428,343,-7.124762257411064,0.5133513102290728,0.3029833735912386,-0.155165239938098,2.8604906731709883,0,1,1,0,0,1
3,14,695908.3391269376,679150.6527126536,1.8324231358571603,1034.371245302249,6.095082080973682,5.636982799326054,9.145843902771794,9.253912816810779,2.7784986722171703,2.7898845943176,386,452,786,614,392,16.130172006739453,0.8119727567851655,0.47214296219834495,-0.19803446222299861,2.8016048216706926,0,1,1,1,0,1
3,15,506368.13157305284,506368.13157305284,2.090588821814069,905.8385810789949,6.09971570083653,6.189672383824394,8.393893550404423,8.374355154556794,2.937771059589209,2.754410015496579,378,394,694,428,354,-10.603276161756057,0.5000725299255219,0.40074611907494595,-0.16222293075381716,2.5222784745563844,0,1,0,1,0,1
4,1,564975.3425222783,564975.3425222783,2.2633635994616155,1112.1913521301751,5.5873524657491815,6.677979328382305,8.247510241419315,8.933592594205427,2.7552899603727803,2.8443283772701498,375,449,645,496,315,-10.720206716176943,0.3577799386157532,0.41936854896693515,-0.2767074461129168,1.3349308531266617,0,1,0,0,0,1
4,2,503504.4461240134,503504.4461240134,2.473173101952276,882.023985384738,5.8883206173879605,7.1544039586024955,8.281265699868328,8.43940171103064,2.6515779508333863,2.6842865080295972,384,435,682,497,318,-5.955960413975041,0.6787956241458266,0.2503564291161545,-0.37383330719650887,1.5203154512721857,0,1,1,1,0,0
4,3,428817.9551435762,428817.9551435762,2.836364795237534,706.6512520277113,5.562913267328963,6.990758709332393,8.120113685902037,8.046170352944914,2.619991084807417,2.726343353749467,368,411,695,505,330,-7.592412906676068,0.22775952692323126,0.1397851618894262,-0.3204094245428428,2.1061342662710123,0,1,1,1,0,1
4,4,511742.50190652284,478961.83837607596,1.6721933646955311,679.2818259902663,5.455976264812322,6.356156517099729,8.706343722446292,8.403900093482864,2.757436609595655,2.700852674599165,370,377,702,520,356,-13.938434829002716,0.33580114596052035,0.07107720776233833,-0.44639015366034546,2.9261808591998237,0,1,1,1,0,0
4,5,458080.3730370797,458080.3730370797,2.406233441590913,748.3971944517914,5.6377126786302565,5.961913826059863,8.087086702232313,8.416125152594526,2.636034069935285,2.6945588043421265,382,376,758,421,327,-12.880861739401364,0.5942762634633723,0.20185282461635612,-0.46722295561264693,2.2850205007528586,0,1,1,1,0,1
4,6,459032.6979897777,459032.6979897777,2.906115263153377,708.6052240846126,5.672220098601583,7.372953565823215,8.432472391351364,8.11743094099842,2.6058082516952368,2.7025185497958915,355,380,761,518,304,-8.77046434176785,0.7633231130688033,0.17754177159009332,-0.1917850019138524,1.6320632893144436,0,1,1,1,0,1
4,7,554734.8258386962,554734.8258386962,2.9328977955120035,1082.8871438481942,5.74844383087575,6.692925444498465,8.398330107605716,8.350093638938393,2.6231322989547574,2.7628613912778204,360,395,691,589,305,-5.5707455550153435,0.2710774364737912,0.2793402655815446,-0.2191899418721073,2.243533006384647,0,1,1,0,0,1
4,8,555830.6254207438,468149.35207065864,1.1231872664991478,733.8124123867902,6.143812995947602,7.330048689931207,8.624624391207206,8.03752621221486,2.6623545545568725,2.782867990500245,373,413,665,543,325,-4.199513100687922,0.5489654924512758,0.15704129827707358,-0.18936673853120398,3.0244009480499754,0,1,1,1,0,1
4,9,489897.05408978235,489897.05408978235,2.0062054426028584,745.6881905130437,5.6582953268801965,5.797128144058027,8.248603461768733,8.137637528198074,2.7236046495265605,2.691356595637711,368,402,657,551,306,-14.528718559419735,0.4532707786587303,0.20583514603216796,-0.22003070067970323,2.7016985296102747,0,1,1,1,0,1
4,10,459948.3384444234,459948.3384444234,2.1328848224316856,802.8989961132576,5.87749621872424,6.301992718570649,8.376525774087808,8.054280016857103,2.6090074691414546,2.673581834475341,388,412,649,538,318,-9.480072814293514,0.601482294922882,0.2309863169942014,-0.3726938420699482,2.6939954757976325,0,1,1,1,0,1
4,11,522746.5906654711,522746.5906654711,2.3521947905806675,1133.1934122833613,6.178082216323571,7.164365916454603,8.27714752228293,8.43478700414098,2.619781465286171,2.753155568560083,378,396,649,516,319,-0.856340835453973,0.7539356110069998,0.30341092758611005,-0.4605904870691189,2.0490439098015245,0,1,1,0,0,1
4,12,471458.7194198261,413018.8621135414,1.4156014269371529,574.2834610720323,5.7446704564542665,7.195530733352232,8.130600242586628,8.149253248818436,2.6158551713489753,2.665128454557177,360,396,708,547,348,-5.544692666477672,0.6703932412215158,0.03149888261801928,-0.250390500278043,2.765474171036733,0,1,1,1,0,1
4,13,488712.84482611873,462670.429426381,1.739575846002623,809.4966698180145,5.622587023077012,6.97602350464874,8.013857455077368,8.45375705752765,2.6372786067088096,2.6690321581104746,374,385,777,455,303,-7.739764953512605,0.5040755650934909,0.1029833735912386,-0.355165239938098,2.754612043507965,0,1,1,0,0,1
4,14,565931.5610691374,565931.5610691374,2.06190413909851,889.203898036915,6.041998272630132,6.037660758693271,8.345843902771794,8.453912816810778,2.625232129897205,2.7412985319639693,354,402,685,588,352,12.123392413067288,0.8197014900517858,0.27214296219834494,-0.25209935879575335,2.732294682877428,0,1,1,1,0,1
4,15,506368.13157305284,506741.2602547038,2.3453186866335995,749.8479916090889,5.5529686922763375,5.852242156473505,8.393893550404423,8.374355154556794,2.937771059589209,2.754410015496579,378,394,694,428,354,-10.603276161756057,0.5000725299255219,0.40074611907494595,-0.16222293075381716,2.5222784745563844,0,1,0,1,0,1
5,1,511932.1234481112,511932.1234481112,2.9150409466956297,969.3107704779734,5.382721666995233,6.936533373931791,8.154062015056953,8.133592594205426,2.6509604434845335,2.7766090726611505,364,399,682,520,308,-8.134666260682089,0.3615433286479955,0.21936854896693514,-0.2524698461914373,1.4195983755741577,0,1,1,0,0,1
5,2,425907.5684397155,425907.5684397155,2.543271810938568,611.6703920210347,5.606479215721103,7.765886753981686,8.560391612505871,8.189735839583342,2.606327719574796,2.641985260852857,372,413,722,516,324,-4.8411324601831485,0.6448623598263034,0.07330686301039618,-0.25374798216505323,1.5669780338263664,0,1,1,1,0,1
5,3,426154.39373309293,426154.39373309293,2.8005863309181405,607.013224952447,5.456423488384875,7.127551829206904,8.444115092077652,8.110278744941501,2.6740792093723993,2.6368112255427305,353,406,762,538,322,-6.2244817079309485,0.2713250718533316,0.06021483811057382,-0.14643233344290776,2.0426159972302504,0,1,1,1,0,1
5,4,482815.0189455104,454198.2541125086,1.7138323516699823,623.7478414827182,5.335249598965287,6.31518589497183,8.470054330154046,8.655205482030402,2.6225633904043453,2.6358862516170647,391,399,765,532,329,-14.3481410502817,0.3450475554963314,0.06624596766552504,-0.24639015366034545,2.777966025776036,0,1,1,1,0,1
5,5,458080.3730370797,409874.2857650174,0.587715888128651,517.6846137907012,5.579127255956212,6.273494510613153,8.087086702232313,8.416125152594526,2.636034069935285,2.6945588043421265,382,376,758,421,327,-12.880861739401364,0.5942762634633723,0.20185282461635612,-0.46722295561264693,2.2850205007528586,0,1,1,1,0,1
5,6,411727.0995313539,396739.6127864966,1.8501251325514267,529.277856213112,5.741030063695796,7.519177486068653,9.051996852105283,8.36475594206324,2.706593654081684,2.6311510937282216,361,381,757,520,300,-7.308225139313469,0.7328092398214262,0.02245822840990669,-0.20813780732898765,1.67753689271581,0,1,1,1,0,1
